U,d,h,j,Isp,nu_t,T,m_a
5.400000000000000000e+02,5.306777487975524821e+01,1.191268158867728744e+01,9.294972181148027091e-02,2.098765136083228299e+03,5.516077092677657001e-01,3.750813878606042806e+01,1.821766306998338303e+00
5.410000000000000000e+02,5.311688898085496646e+01,1.192225021286613895e+01,9.271477419556127531e-02,2.100707538290815592e+03,5.535849612762770988e-01,3.760778175963211822e+01,1.824916999215155933e+00
5.420000000000000000e+02,5.316595771093154355e+01,1.193180999767363559e+01,9.248083460769651598e-02,2.102648146130317855e+03,5.555656840451382861e-01,3.770750838249021086e+01,1.828067485664687242e+00
5.430000000000000000e+02,5.321498119549278272e+01,1.194136096755175558e+01,9.224789693419375991e-02,2.104586964565415201e+03,5.575498774015238412e-01,3.780731857743177926e+01,1.831217766916137357e+00
5.440000000000000000e+02,5.326395955946891547e+01,1.195090314683995736e+01,9.201595510931344368e-02,2.106523998536943054e+03,5.595375411730839632e-01,3.790721226746725847e+01,1.834367843536091502e+00
5.450000000000000000e+02,5.331289292721630346e+01,1.196043655976588838e+01,9.178500311480752849e-02,2.108459252963043582e+03,5.615286751879466909e-01,3.800718937581948609e+01,1.837517716088532982e+00
5.460000000000000000e+02,5.336178142252111201e+01,1.196996123044611515e+01,9.155503497946322622e-02,2.110392732739307121e+03,5.635232792747114638e-01,3.810724982592267907e+01,1.840667385134857392e+00
5.470000000000000000e+02,5.341062516860300491e+01,1.197947718288682672e+01,9.132604477865202686e-02,2.112324442738918606e+03,5.655213532624489003e-01,3.820739354142151001e+01,1.843816851233892828e+00
5.480000000000000000e+02,5.345942428811873270e+01,1.198898444098455229e+01,9.109802663388366639e-02,2.114254387812802634e+03,5.675228969807001311e-01,3.830762044617015505e+01,1.846966114941914316e+00
5.490000000000000000e+02,5.350817890316571379e+01,1.199848302852684512e+01,9.087097471236574298e-02,2.116182572789761707e+03,5.695279102594712484e-01,3.840793046423126356e+01,1.850115176812659135e+00
5.500000000000000000e+02,5.355688913528565109e+01,1.200797296919298951e+01,9.064488322656752417e-02,2.118109002476619025e+03,5.715363929292336387e-01,3.850832351987509838e+01,1.853264037397344799e+00
5.510000000000000000e+02,5.360555510546801372e+01,1.201745428655468473e+01,9.041974643378927756e-02,2.120033681658360365e+03,5.735483448209218738e-01,3.860879953757854111e+01,1.856412697244684606e+00
5.520000000000000000e+02,5.365417693415357547e+01,1.202692700407673065e+01,9.019555863573611165e-02,2.121956615098270049e+03,5.755637657659302686e-01,3.870935844202416121e+01,1.859561156900903400e+00
5.530000000000000000e+02,5.370275474123786807e+01,1.203639114511769748e+01,8.997231417809696541e-02,2.123877807538068282e+03,5.775826555961115494e-01,3.881000015809928527e+01,1.862709416909751781e+00
5.540000000000000000e+02,5.375128864607466994e+01,1.204584673293061314e+01,8.975000745012774728e-02,2.125797263698049846e+03,5.796050141437752989e-01,3.891072461089509460e+01,1.865857477812526311e+00
5.550000000000000000e+02,5.379977876747938126e+01,1.205529379066361351e+01,8.952863288423991428e-02,2.127714988277217799e+03,5.816308412416850704e-01,3.901153172570568728e+01,1.869005340148080174e+00
5.560000000000000000e+02,5.384822522373244880e+01,1.206473234136061201e+01,8.930818495559303405e-02,2.129630985953417166e+03,5.836601367230561666e-01,3.911242142802711896e+01,1.872153004452839831e+00
5.570000000000000000e+02,5.389662813258269836e+01,1.207416240796194984e+01,8.908865818169228734e-02,2.131545261383470915e+03,5.856929004215546408e-01,3.921339364355655732e+01,1.875300471260821000e+00
5.580000000000000000e+02,5.394498761125072406e+01,1.208358401330505849e+01,8.887004712199003675e-02,2.133457819203307736e+03,5.877291321712942995e-01,3.931444829819137254e+01,1.878447741103644875e+00
5.590000000000000000e+02,5.399330377643216394e+01,1.209299718012509217e+01,8.865234637749234980e-02,2.135368664028096646e+03,5.897688318068353697e-01,3.941558531802821363e+01,1.881594814510550773e+00
5.600000000000000000e+02,5.404157674430098979e+01,1.210240193105557083e+01,8.843555059036957433e-02,2.137277800452375232e+03,5.918119991631820564e-01,3.951680462936212024e+01,1.884741692008412350e+00
5.610000000000000000e+02,5.408980663051276849e+01,1.211179828862902141e+01,8.821965444357132702e-02,2.139185233050178795e+03,5.938586340757806559e-01,3.961810615868566288e+01,1.887888374121752699e+00
5.620000000000000000e+02,5.413799355020790927e+01,1.212118627527760140e+01,8.800465266044560364e-02,2.141090966375168136e+03,5.959087363805178894e-01,3.971948983268802635e+01,1.891034861372758336e+00
5.630000000000000000e+02,5.418613761801483264e+01,1.213056591333372047e+01,8.779054000436253835e-02,2.142995004960757797e+03,5.979623059137185725e-01,3.982095557825415710e+01,1.894181154281292523e+00
5.640000000000000000e+02,5.423423894805321055e+01,1.213993722503067296e+01,8.757731127834160467e-02,2.144897353320237926e+03,6.000193425121431723e-01,3.992250332246388922e+01,1.897327253364913480e+00
5.650000000000000000e+02,5.428229765393707140e+01,1.214930023250324176e+01,8.736496132468360432e-02,2.146798015946904798e+03,6.020798460129882512e-01,4.002413299259110602e+01,1.900473159138885038e+00
5.660000000000000000e+02,5.433031384877793357e+01,1.215865495778830763e+01,8.715348502460644464e-02,2.148696997314179953e+03,6.041438162538805834e-01,4.012584451610279501e+01,1.903618872116191518e+00
5.670000000000000000e+02,5.437828764518795310e+01,1.216800142282546382e+01,8.694287729788476027e-02,2.150594301875733890e+03,6.062112530728782644e-01,4.022763782065829474e+01,1.906764392807553277e+00
5.680000000000000000e+02,5.442621915528296483e+01,1.217733964945760938e+01,8.673313310249364250e-02,2.152489934065611124e+03,6.082821563084691574e-01,4.032951283410842080e+01,1.909909721721439579e+00
5.690000000000000000e+02,5.447410849068555905e+01,1.218666965943154601e+01,8.652424743425640719e-02,2.154383898298347503e+03,6.103565257995671178e-01,4.043146948449460609e+01,1.913054859364084148e+00
5.700000000000000000e+02,5.452195576252808706e+01,1.219599147439856246e+01,8.631621532649601247e-02,2.156276198969090728e+03,6.124343613855092183e-01,4.053350770004797710e+01,1.916199806239493153e+00
5.710000000000000000e+02,5.456976108145572368e+01,1.220530511591503675e+01,8.610903184969018187e-02,2.158166840453720397e+03,6.145156629060581910e-01,4.063562740918874283e+01,1.919344562849468305e+00
5.720000000000000000e+02,5.461752455762938752e+01,1.221461060544300281e+01,8.590269211113060743e-02,2.160055827108965786e+03,6.166004302013957661e-01,4.073782854052512192e+01,1.922489129693611742e+00
5.730000000000000000e+02,5.466524630072875368e+01,1.222390796435073490e+01,8.569719125458556686e-02,2.161943163272523179e+03,6.186886631121247815e-01,4.084011102285272443e+01,1.925633507269345346e+00
5.740000000000000000e+02,5.471292641995516703e+01,1.223319721391331605e+01,8.549252445996642635e-02,2.163828853263170458e+03,6.207803614792635205e-01,4.094247478515354288e+01,1.928777696071919401e+00
5.750000000000000000e+02,5.476056502403456250e+01,1.224247837531321004e+01,8.528868694299754361e-02,2.165712901380884432e+03,6.228755251442472662e-01,4.104491975659532699e+01,1.931921696594429916e+00
5.760000000000000000e+02,5.480816222122036407e+01,1.225175146964082273e+01,8.508567395488991769e-02,2.167595311906956340e+03,6.249741539489258590e-01,4.114744586653065284e+01,1.935065509327829503e+00
5.770000000000000000e+02,5.485571811929634123e+01,1.226101651789505809e+01,8.488348078201826685e-02,2.169476089104099628e+03,6.270762477355588116e-01,4.125005304449612709e+01,1.938209134760940033e+00
5.780000000000000000e+02,5.490323282557946527e+01,1.227027354098387946e+01,8.468210274560160344e-02,2.171355237216569549e+03,6.291818063468176403e-01,4.135274122021164089e+01,1.941352573380466850e+00
5.790000000000000000e+02,5.495070644692273731e+01,1.227952255972485851e+01,8.448153520138722283e-02,2.173232760470270023e+03,6.312908296257822016e-01,4.145551032357957411e+01,1.944495825671011868e+00
5.800000000000000000e+02,5.499813908971798782e+01,1.228876359484571346e+01,8.428177353933825888e-02,2.175108663072866875e+03,6.334033174159383606e-01,4.155836028468394971e+01,1.947638892115084230e+00
5.810000000000000000e+02,5.504553085989865480e+01,1.229799666698486327e+01,8.408281318332426479e-02,2.176982949213897882e+03,6.355192695611773246e-01,4.166129103378968068e+01,1.950781773193114299e+00
5.820000000000000000e+02,5.509288186294255496e+01,1.230722179669195704e+01,8.388464959081541605e-02,2.178855623064879182e+03,6.376386859057936451e-01,4.176430250134185229e+01,1.953924469383467866e+00
5.830000000000000000e+02,5.514019220387461218e+01,1.231643900442840867e+01,8.368727825257980812e-02,2.180726688779418964e+03,6.397615662944832193e-01,4.186739461796482686e+01,1.957066981162453700e+00
5.840000000000000000e+02,5.518746198726957175e+01,1.232564831056793153e+01,8.349069469238402930e-02,2.182596150493318873e+03,6.418879105723417355e-01,4.197056731446158295e+01,1.960209309004341982e+00
5.850000000000000000e+02,5.523469131725471470e+01,1.233484973539705543e+01,8.329489446669703645e-02,2.184464012324684063e+03,6.440177185848625641e-01,4.207382052181288401e+01,1.963351453381371847e+00
5.860000000000000000e+02,5.528188029751252230e+01,1.234404329911565590e+01,8.309987316439682026e-02,2.186330278374029604e+03,6.461509901779362020e-01,4.217715417117656784e+01,1.966493414763765157e+00
5.870000000000000000e+02,5.532902903128331928e+01,1.235322902183746407e+01,8.290562640648083126e-02,2.188194952724383256e+03,6.482877251978469424e-01,4.228056819388672238e+01,1.969635193619738489e+00
5.880000000000000000e+02,5.537613762136794548e+01,1.236240692359059246e+01,8.271214984577857088e-02,2.190058039441391429e+03,6.500000000000000222e-01,4.238406252145303910e+01,1.972776790415517345e+00
5.890000000000000000e+02,5.542320617013032091e+01,1.237157702431802520e+01,8.251943916666829026e-02,2.191919542573421040e+03,6.500000000000000222e-01,4.248763708555992480e+01,1.975918205615341705e+00
5.900000000000000000e+02,5.547023477950008896e+01,1.238073934387814390e+01,8.232749008479563202e-02,2.193779466151663655e+03,6.500000000000000222e-01,4.259129181806591191e+01,1.979059439681486010e+00
5.910000000000000000e+02,5.551722355097516015e+01,1.238989390204521435e+01,8.213629834679611608e-02,2.195637814190237805e+03,6.500000000000000222e-01,4.269502665100282002e+01,1.982200493074264269e+00
5.920000000000000000e+02,5.556417258562427719e+01,1.239904071850989098e+01,8.194585973001992929e-02,2.197494590686286301e+03,6.500000000000000222e-01,4.279884151657501690e+01,1.985341366252044493e+00
5.930000000000000000e+02,5.561108198408955872e+01,1.240817981287971428e+01,8.175617004225985140e-02,2.199349799620082194e+03,6.500000000000000222e-01,4.290273634715880036e+01,1.988482059671261126e+00
5.940000000000000000e+02,5.565795184658900041e+01,1.241731120467959038e+01,8.156722512148220638e-02,2.201203444955121995e+03,6.500000000000000222e-01,4.300671107530151005e+01,1.991622573786423489e+00
5.950000000000000000e+02,5.570478227291899032e+01,1.242643491335228845e+01,8.137902083556029786e-02,2.203055530638232540e+03,6.500000000000000222e-01,4.311076563372095194e+01,1.994762909050129984e+00
5.960000000000000000e+02,5.575157336245676731e+01,1.243555095825892032e+01,8.119155308201081445e-02,2.204906060599658758e+03,6.500000000000000222e-01,4.321489995530458117e+01,1.997903065913076981e+00
5.970000000000000000e+02,5.579832521416291513e+01,1.244465935867941653e+01,8.100481778773294117e-02,2.206755038753171448e+03,6.500000000000000222e-01,4.331911397310888390e+01,2.001043044824072581e+00
5.980000000000000000e+02,5.584503792658375687e+01,1.245376013381300595e+01,8.081881090875037144e-02,2.208602468996155949e+03,6.500000000000000222e-01,4.342340762035855306e+01,2.004182846230044834e+00
5.990000000000000000e+02,5.589171159785382770e+01,1.246285330277868653e+01,8.063352842995558101e-02,2.210448355209711735e+03,6.500000000000000222e-01,4.352778083044589863e+01,2.007322470576054840e+00
6.000000000000000000e+02,5.593834632569824095e+01,1.247193888461569422e+01,8.044896636485726615e-02,2.212292701258747456e+03,6.500000000000000222e-01,4.363223353693009443e+01,2.010461918305308071e+00
6.010000000000000000e+02,5.598494220743508976e+01,1.248101689828396310e+01,8.026512075533005774e-02,2.214135510992073250e+03,6.500000000000000222e-01,4.373676567353641076e+01,2.013601189859160367e+00
6.020000000000000000e+02,5.603149933997784160e+01,1.249008736266460318e+01,8.008198767136680274e-02,2.215976788242497605e+03,6.500000000000000222e-01,4.384137717415575963e+01,2.016740285677138811e+00
6.030000000000000000e+02,5.607801781983762623e+01,1.249915029656033205e+01,7.989956321083388491e-02,2.217816536826916945e+03,6.500000000000000222e-01,4.394606797284363608e+01,2.019879206196938171e+00
6.040000000000000000e+02,5.612449774312565154e+01,1.250820571869595632e+01,7.971784349922830804e-02,2.219654760546410671e+03,6.500000000000000222e-01,4.405083800381981263e+01,2.023017951854444885e+00
6.050000000000000000e+02,5.617093920555544173e+01,1.251725364771880500e+01,7.953682468943795714e-02,2.221491463186331202e+03,6.500000000000000222e-01,4.415568720146741555e+01,2.026156523083740169e+00
6.060000000000000000e+02,5.621734230244521058e+01,1.252629410219918960e+01,7.935650296150394134e-02,2.223326648516396290e+03,6.500000000000000222e-01,4.426061550033235648e+01,2.029294920317113338e+00
6.070000000000000000e+02,5.626370712872005697e+01,1.253532710063083400e+01,7.917687452238567070e-02,2.225160320290778145e+03,6.500000000000000222e-01,4.436562283512259341e+01,2.032433143985068469e+00
6.080000000000000000e+02,5.631003377891433814e+01,1.254435266143133454e+01,7.899793560572790363e-02,2.226992482248191664e+03,6.500000000000000222e-01,4.447070914070752679e+01,2.035571194516340388e+00
6.090000000000000000e+02,5.635632234717382261e+01,1.255337080294258101e+01,7.881968247163069485e-02,2.228823138111987646e+03,6.500000000000000222e-01,4.457587435211731020e+01,2.038709072337899553e+00
6.100000000000000000e+02,5.640257292725796390e+01,1.256238154343120250e+01,7.864211140642134168e-02,2.230652291590236018e+03,6.500000000000000222e-01,4.468111840454215411e+01,2.041846777874965380e+00
6.110000000000000000e+02,5.644878561254212457e+01,1.257138490108899553e+01,7.846521872242870344e-02,2.232479946375817690e+03,6.500000000000000222e-01,4.478644123333173610e+01,2.044984311551015121e+00
6.120000000000000000e+02,5.649496049601975756e+01,1.258038089403335213e+01,7.828900075776008827e-02,2.234306106146509592e+03,6.500000000000000222e-01,4.489184277399453293e+01,2.048121673787794528e+00
6.130000000000000000e+02,5.654109767030458045e+01,1.258936954030768085e+01,7.811345387608002733e-02,2.236130774565071079e+03,6.500000000000000222e-01,4.499732296219707450e+01,2.051258865005324949e+00
6.140000000000000000e+02,5.658719722763278526e+01,1.259835085788184017e+01,7.793857446639147757e-02,2.237953955279328056e+03,6.500000000000000222e-01,4.510288173376343934e+01,2.054395885621917994e+00
6.150000000000000000e+02,5.663325925986514875e+01,1.260732486465255064e+01,7.776435894281928662e-02,2.239775651922262568e+03,6.500000000000000222e-01,4.520851902467457961e+01,2.057532736054183076e+00
6.160000000000000000e+02,5.667928385848917117e+01,1.261629157844380522e+01,7.759080374439593364e-02,2.241595868112091011e+03,6.500000000000000222e-01,4.531423477106756081e+01,2.060669416717033631e+00
6.170000000000000000e+02,5.672527111462122207e+01,1.262525101700729557e+01,7.741790533484900483e-02,2.243414607452355085e+03,6.500000000000000222e-01,4.542002890923512126e+01,2.063805928023703551e+00
6.180000000000000000e+02,5.677122111900862222e+01,1.263420319802281355e+01,7.724566020239136133e-02,2.245231873531997735e+03,6.500000000000000222e-01,4.552590137562489048e+01,2.066942270385751179e+00
6.190000000000000000e+02,5.681713396203173261e+01,1.264314813909865265e+01,7.707406485951322217e-02,2.247047669925454102e+03,6.500000000000000222e-01,4.563185210683878523e+01,2.070078444213068636e+00
6.200000000000000000e+02,5.686300973370605760e+01,1.265208585777203076e+01,7.690311584277594037e-02,2.248862000192722917e+03,6.500000000000000222e-01,4.573788103963251928e+01,2.073214449913898694e+00
6.210000000000000000e+02,5.690884852368424873e+01,1.266101637150947035e+01,7.673280971260866556e-02,2.250674867879459271e+03,6.500000000000000222e-01,4.584398811091475068e+01,2.076350287894832558e+00
6.220000000000000000e+02,5.695465042125821498e+01,1.266993969770720874e+01,7.656314305310622792e-02,2.252486276517045553e+03,6.500000000000000222e-01,4.595017325774667682e+01,2.079485958560829406e+00
6.230000000000000000e+02,5.700041551536109807e+01,1.267885585369159251e+01,7.639411247182957554e-02,2.254296229622680130e+03,6.500000000000000222e-01,4.605643641734131677e+01,2.082621462315219940e+00
6.240000000000000000e+02,5.704614389456931178e+01,1.268776485671946475e+01,7.622571459960801599e-02,2.256104730699448737e+03,6.500000000000000222e-01,4.616277752706291437e+01,2.085756799559717045e+00
6.250000000000000000e+02,5.709183564710454561e+01,1.269666672397856289e+01,7.605794609034338682e-02,2.257911783236413612e+03,6.500000000000000222e-01,4.626919652442635567e+01,2.088891970694424671e+00
6.260000000000000000e+02,5.713749086083573303e+01,1.270556147258789714e+01,7.589080362081629394e-02,2.259717390708679886e+03,6.500000000000000222e-01,4.637569334709654356e+01,2.092026976117848047e+00
6.270000000000000000e+02,5.718310962328104097e+01,1.271444911959813773e+01,7.572428389049426500e-02,2.261521556577484262e+03,6.500000000000000222e-01,4.648226793288780101e+01,2.095161816226899898e+00
6.280000000000000000e+02,5.722869202160980961e+01,1.272332968199199854e+01,7.555838362134166541e-02,2.263324284290267315e+03,6.500000000000000222e-01,4.658892021976327413e+01,2.098296491416911991e+00
6.290000000000000000e+02,5.727423814264451352e+01,1.273220317668461554e+01,7.539309955763166815e-02,2.265125577280751259e+03,6.500000000000000222e-01,4.669565014583437801e+01,2.101431002081642685e+00
6.300000000000000000e+02,5.731974807286268714e+01,1.274106962052391978e+01,7.522842846576001385e-02,2.266925438969014976e+03,6.500000000000000222e-01,4.680245764936015007e+01,2.104565348613287146e+00
6.310000000000000000e+02,5.736522189839881491e+01,1.274992903029100688e+01,7.506436713406068606e-02,2.268723872761572693e+03,6.500000000000000222e-01,4.690934266874667458e+01,2.107699531402481785e+00
6.320000000000000000e+02,5.741065970504628524e+01,1.275878142270052251e+01,7.490091237262315460e-02,2.270520882051445369e+03,6.500000000000000222e-01,4.701630514254654969e+01,2.110833550838319805e+00
6.330000000000000000e+02,5.745606157825920945e+01,1.276762681440100877e+01,7.473806101311186723e-02,2.272316470218238919e+03,6.500000000000000222e-01,4.712334500945822668e+01,2.113967407308352531e+00
6.340000000000000000e+02,5.750142760315437584e+01,1.277646522197529144e+01,7.457580990858701797e-02,2.274110640628217425e+03,6.500000000000000222e-01,4.723046220832552677e+01,2.117101101198603175e+00
6.350000000000000000e+02,5.754675786451304020e+01,1.278529666194082814e+01,7.441415593332743883e-02,2.275903396634374985e+03,6.500000000000000222e-01,4.733765667813698030e+01,2.120234632893573057e+00
6.360000000000000000e+02,5.759205244678281588e+01,1.279412115075007073e+01,7.425309598265512900e-02,2.277694741576511660e+03,6.500000000000000222e-01,4.744492835802533648e+01,2.123368002776250041e+00
6.370000000000000000e+02,5.763731143407950697e+01,1.280293870479082763e+01,7.409262697276142173e-02,2.279484678781301682e+03,6.500000000000000222e-01,4.755227718726690966e+01,2.126501211228117416e+00
6.380000000000000000e+02,5.768253491018890600e+01,1.281174934038661561e+01,7.393274584053489973e-02,2.281273211562372126e+03,6.500000000000000222e-01,4.765970310528111753e+01,2.129634258629161891e+00
6.390000000000000000e+02,5.772772295856862712e+01,1.282055307379701148e+01,7.377344954339110084e-02,2.283060343220367486e+03,6.500000000000000222e-01,4.776720605162979183e+01,2.132767145357880700e+00
6.400000000000000000e+02,5.777287566234989669e+01,1.282934992121800555e+01,7.361473505910369475e-02,2.284846077043026071e+03,6.500000000000000222e-01,4.787478596601676628e+01,2.135899871791292703e+00
6.410000000000000000e+02,5.781799310433933670e+01,1.283813989878234452e+01,7.345659938563744995e-02,2.286630416305247763e+03,6.500000000000000222e-01,4.798244278828720866e+01,2.139032438304943273e+00
6.420000000000000000e+02,5.786307536702072696e+01,1.284692302255988139e+01,7.329903954098272723e-02,2.288413364269164958e+03,6.500000000000000222e-01,4.809017645842710209e+01,2.142164845272913176e+00
6.430000000000000000e+02,5.790812253255678144e+01,1.285569930855791476e+01,7.314205256299163849e-02,2.290194924184209867e+03,6.500000000000000222e-01,4.819798691656273348e+01,2.145297093067829231e+00
6.440000000000000000e+02,5.795313468279088198e+01,1.286446877272152989e+01,7.298563550921584320e-02,2.291975099287189551e+03,6.500000000000000222e-01,4.830587410296009665e+01,2.148429182060867415e+00
6.450000000000000000e+02,5.799811189924883337e+01,1.287323143093394329e+01,7.282978545674569093e-02,2.293753892802349583e+03,6.500000000000000222e-01,4.841383795802440915e+01,2.151561112621765748e+00
6.460000000000000000e+02,5.804305426314055438e+01,1.288198729901682427e+01,7.267449950205129294e-02,2.295531307941439081e+03,6.500000000000000222e-01,4.852187842229946568e+01,2.154692885118827839e+00
6.470000000000000000e+02,5.808796185536181156e+01,1.289073639273064309e+01,7.251977476082471785e-02,2.297307347903788468e+03,6.500000000000000222e-01,4.862999543646724021e+01,2.157824499918933991e+00
6.480000000000000000e+02,5.813283475649590315e+01,1.289947872777498716e+01,7.236560836782411632e-02,2.299082015876368132e+03,6.500000000000000222e-01,4.873818894134723934e+01,2.160955957387545645e+00
6.490000000000000000e+02,5.817767304681537155e+01,1.290821431978890743e+01,7.221199747671884495e-02,2.300855315033856641e+03,6.500000000000000222e-01,4.884645887789603336e+01,2.164087257888716920e+00
6.500000000000000000e+02,5.822247680628365174e+01,1.291694318435122923e+01,7.205893925993660243e-02,2.302627248538710319e+03,6.500000000000000222e-01,4.895480518720670204e+01,2.167218401785098614e+00
6.510000000000000000e+02,5.826724611455673397e+01,1.292566533698088271e+01,7.190643090851171759e-02,2.304397819541225999e+03,6.500000000000000222e-01,4.906322781050832305e+01,2.170349389437947529e+00
6.520000000000000000e+02,5.831198105098485485e+01,1.293438079313722611e+01,7.175446963193493621e-02,2.306167031179606965e+03,6.500000000000000222e-01,4.917172668916544609e+01,2.173480221207134466e+00
6.530000000000000000e+02,5.835668169461408183e+01,1.294308956822036016e+01,7.160305265800476215e-02,2.307934886580027978e+03,6.500000000000000222e-01,4.928030176467753876e+01,2.176610897451149551e+00
6.540000000000000000e+02,5.840134812418799015e+01,1.295179167757145677e+01,7.145217723267995036e-02,2.309701388856700305e+03,6.500000000000000222e-01,4.938895297867855305e+01,2.179741418527112451e+00
6.550000000000000000e+02,5.844598041814924727e+01,1.296048713647305561e+01,7.130184061993385947e-02,2.311466541111935385e+03,6.500000000000000222e-01,4.949768027293630723e+01,2.182871784790776370e+00
6.560000000000000000e+02,5.849057865464125427e+01,1.296917596014939633e+01,7.115204010160960935e-02,2.313230346436208038e+03,6.500000000000000222e-01,4.960648358935208790e+01,2.186001996596539598e+00
6.570000000000000000e+02,5.853514291150970195e+01,1.297785816376672052e+01,7.100277297727718151e-02,2.314992807908220129e+03,6.500000000000000222e-01,4.971536286996001053e+01,2.189132054297448171e+00
6.580000000000000000e+02,5.857967326630419791e+01,1.298653376243358082e+01,7.085403656409142159e-02,2.316753928594961508e+03,6.500000000000000222e-01,4.982431805692663573e+01,2.192261958245206976e+00
6.590000000000000000e+02,5.862416979627979430e+01,1.299520277120114287e+01,7.070582819665181817e-02,2.318513711551776396e+03,6.500000000000000222e-01,4.993334909255037957e+01,2.195391708790182861e+00
6.600000000000000000e+02,5.866863257839860069e+01,1.300386520506350330e+01,7.055814522686307266e-02,2.320272159822420235e+03,6.500000000000000222e-01,5.004245591926108006e+01,2.198521306281416177e+00
6.610000000000000000e+02,5.871306168933129754e+01,1.301252107895797927e+01,7.041098502379748714e-02,2.322029276439124260e+03,6.500000000000000222e-01,5.015163847961942878e+01,2.201650751066624778e+00
6.620000000000000000e+02,5.875745720545871364e+01,1.302117040776541934e+01,7.026434497355843467e-02,2.323785064422655978e+03,6.500000000000000222e-01,5.026089671631653744e+01,2.204780043492212016e+00
6.630000000000000000e+02,5.880181920287332531e+01,1.302981320631049122e+01,7.011822247914507866e-02,2.325539526782379198e+03,6.500000000000000222e-01,5.037023057217344757e+01,2.207909183903274286e+00
6.640000000000000000e+02,5.884614775738078407e+01,1.303844948936198556e+01,6.997261496031847994e-02,2.327292666516314057e+03,6.500000000000000222e-01,5.047963999014054792e+01,2.211038172643605471e+00
6.650000000000000000e+02,5.889044294450145145e+01,1.304707927163310899e+01,6.982751985346878631e-02,2.329044486611198408e+03,6.500000000000000222e-01,5.058912491329719074e+01,2.214167010055706264e+00
6.660000000000000000e+02,5.893470483947188399e+01,1.305570256778177551e+01,6.968293461148390711e-02,2.330794990042544214e+03,6.500000000000000222e-01,5.069868528485118730e+01,2.217295696480792166e+00
6.670000000000000000e+02,5.897893351724631117e+01,1.306431939241089779e+01,6.953885670361922844e-02,2.332544179774699842e+03,6.500000000000000222e-01,5.080832104813824657e+01,2.220424232258794373e+00
6.680000000000000000e+02,5.902312905249814179e+01,1.307292976006867669e+01,6.939528361536857759e-02,2.334292058760906912e+03,6.500000000000000222e-01,5.091803214662165544e+01,2.223552617728374869e+00
6.690000000000000000e+02,5.906729151962141344e+01,1.308153368524888194e+01,6.925221284833656121e-02,2.336038629943357591e+03,6.500000000000000222e-01,5.102781852389159667e+01,2.226680853226925105e+00
6.700000000000000000e+02,5.911142099273227046e+01,1.309013118239114881e+01,6.910964192011172236e-02,2.337783896253254170e+03,6.500000000000000222e-01,5.113768012366483617e+01,2.229808939090577979e+00
6.710000000000000000e+02,5.915551754567039922e+01,1.309872226588124455e+01,6.896756836414137670e-02,2.339527860610864082e+03,6.500000000000000222e-01,5.124761688978416885e+01,2.232936875654212283e+00
6.720000000000000000e+02,5.919958125200049182e+01,1.310730695005136681e+01,6.882598972960711492e-02,2.341270525925582660e+03,6.500000000000000222e-01,5.135762876621802775e+01,2.236064663251459805e+00
6.730000000000000000e+02,5.924361218501365300e+01,1.311588524918040832e+01,6.868490358130184548e-02,2.343011895095980435e+03,6.500000000000000222e-01,5.146771569705990146e+01,2.239192302214711550e+00
6.740000000000000000e+02,5.928761041772882834e+01,1.312445717749424112e+01,6.854430749950778112e-02,2.344751971009868157e+03,6.500000000000000222e-01,5.157787762652797170e+01,2.242319792875123952e+00
6.750000000000000000e+02,5.933157602289422528e+01,1.313302274916598833e+01,6.840419907987559112e-02,2.346490756544348187e+03,6.500000000000000222e-01,5.168811449896454491e+01,2.245447135562624208e+00
6.760000000000000000e+02,5.937550907298872716e+01,1.314158197831630304e+01,6.826457593330467755e-02,2.348228254565869065e+03,6.500000000000000222e-01,5.179842625883576801e+01,2.248574330605922267e+00
6.770000000000000000e+02,5.941940964022325744e+01,1.315013487901363476e+01,6.812543568582449249e-02,2.349964467930285991e+03,6.500000000000000222e-01,5.190881285073094631e+01,2.251701378332507719e+00
6.780000000000000000e+02,5.946327779654217949e+01,1.315868146527449767e+01,6.798677597847724297e-02,2.351699399482909939e+03,6.500000000000000222e-01,5.201927421936228768e+01,2.254828279068664898e+00
6.790000000000000000e+02,5.950711361362468210e+01,1.316722175106374770e+01,6.784859446720110931e-02,2.353433052058563590e+03,6.500000000000000222e-01,5.212981030956431283e+01,2.257955033139474210e+00
6.800000000000000000e+02,5.955091716288612247e+01,1.317575575029483481e+01,6.771088882271515674e-02,2.355165428481636354e+03,6.500000000000000222e-01,5.224042106629345739e+01,2.261081640868818354e+00
6.810000000000000000e+02,5.959468851547942592e+01,1.318428347683008361e+01,6.757365673040481580e-02,2.356896531566138492e+03,6.500000000000000222e-01,5.235110643462765978e+01,2.264208102579392978e+00
6.820000000000000000e+02,5.963842774229636490e+01,1.319280494448094032e+01,6.743689589020884778e-02,2.358626364115753404e+03,6.500000000000000222e-01,5.246186635976582835e+01,2.267334418592705791e+00
6.830000000000000000e+02,5.968213491396897297e+01,1.320132016700824806e+01,6.730060401650679591e-02,2.360354928923889929e+03,6.500000000000000222e-01,5.257270078702747185e+01,2.270460589229088555e+00
6.840000000000000000e+02,5.972581010087083087e+01,1.320982915812249381e+01,6.716477883800808790e-02,2.362082228773737825e+03,6.500000000000000222e-01,5.268360966185225180e+01,2.273586614807701078e+00
